concession,sample_id,sample_type,lat,lon,utm_zone,utm_easting,utm_northing,grade_g_t,page,source_pdf
oworam,OWPT029,test_pit,5.935263,-0.575441,30N,768435.0,656636.0,0.98,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT030,test_pit,5.935491,-0.575864,30N,768388.0,656661.0,1.1,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT031,test_pit,5.935945,-0.576287,30N,768341.0,656711.0,0.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT032,test_pit,5.935315,-0.57684,30N,768280.0,656641.0,0.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT033,test_pit,5.929287,-0.577074,30N,768257.0,655974.0,1.51,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT034,test_pit,5.929756,-0.576909,30N,768275.0,656026.0,1.01,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT035,test_pit,5.929781,-0.576431,30N,768328.0,656029.0,0.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT036,test_pit,5.929579,-0.575755,30N,768403.0,656007.0,1.12,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT037,test_pit,5.930456,-0.575597,30N,768420.0,656104.0,1.03,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT038,test_pit,5.930403,-0.575932,30N,768383.0,656098.0,1.46,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT039,test_pit,5.92996,-0.575979,30N,768378.0,656049.0,0.81,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT040,test_pit,5.929618,-0.576278,30N,768345.0,656011.0,0.74,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT041,test_pit,5.930164,-0.57716,30N,768247.0,656071.0,0.96,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT042,test_pit,5.929388,-0.577353,30N,768226.0,655985.0,0.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT043,test_pit,5.926879,-0.578303,30N,768122.0,655707.0,0.47,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT044,test_pit,5.924539,-0.578403,30N,768112.0,655448.0,0.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT045,test_pit,5.925208,-0.578527,30N,768098.0,655522.0,0.81,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT046,test_pit,5.926085,-0.578541,30N,768096.0,655619.0,0.72,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT047,test_pit,5.927193,-0.577706,30N,768188.0,655742.0,0.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT048,test_pit,5.927788,-0.57736,30N,768226.0,655808.0,0.54,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT049,test_pit,5.928089,-0.578108,30N,768143.0,655841.0,0.94,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT050,test_pit,5.928604,-0.578043,30N,768150.0,655898.0,0.63,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT051,test_pit,5.928303,-0.577421,30N,768219.0,655865.0,0.6,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT052,test_pit,5.928581,-0.576914,30N,768275.0,655896.0,0.8,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT053,test_pit,5.928827,-0.57722,30N,768241.0,655923.0,0.9,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT054,test_pit,5.928611,-0.577465,30N,768214.0,655899.0,0.16,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT055,test_pit,5.92893,-0.57815,30N,768138.0,655934.0,0.6,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT056,test_pit,5.927746,-0.578164,30N,768137.0,655803.0,0.7,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT057,test_pit,5.927698,-0.577568,30N,768203.0,655798.0,0.87,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT058,test_pit,5.927528,-0.577777,30N,768180.0,655779.0,0.93,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT059,test_pit,5.927259,-0.578455,30N,768105.0,655749.0,0.91,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT060,test_pit,5.923924,-0.57837,30N,768116.0,655380.0,1.02,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT061,test_pit,5.924151,-0.578631,30N,768087.0,655405.0,0.82,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT062,test_pit,5.919972,-0.580003,30N,767937.0,654942.0,1.22,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT063,test_pit,5.920399,-0.580561,30N,767875.0,654989.0,0.91,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT064,test_pit,5.92106,-0.580639,30N,767866.0,655062.0,0.67,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT065,test_pit,5.923096,-0.581253,30N,767797.0,655287.0,0.72,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT066,test_pit,5.923437,-0.580629,30N,767866.0,655325.0,0.86,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT067,test_pit,5.923396,-0.579537,30N,767987.0,655321.0,0.29,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT068,test_pit,5.923448,-0.58127,30N,767795.0,655326.0,0.82,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT069,test_pit,5.920834,-0.58073,30N,767856.0,655037.0,0.51,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT070,test_pit,5.920274,-0.58085,30N,767843.0,654975.0,1.6,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT071,test_pit,5.919856,-0.580247,30N,767910.0,654929.0,0.61,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT072,test_pit,5.923741,-0.582063,30N,767707.0,655358.0,0.8,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT073,test_pit,5.926854,-0.578863,30N,768060.0,655704.0,0.29,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT074,test_pit,5.926956,-0.57925,30N,768017.0,655715.0,0.1,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT075,test_pit,5.926087,-0.57902,30N,768043.0,655619.0,0.62,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT076,test_pit,5.925346,-0.579095,30N,768035.0,655537.0,0.71,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT077,test_pit,5.924586,-0.578828,30N,768065.0,655453.0,1.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT078,test_pit,5.924318,-0.579704,30N,767968.0,655423.0,0.77,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT079,test_pit,5.923613,-0.579599,30N,767980.0,655345.0,0.5,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT080,test_pit,5.923763,-0.580772,30N,767850.0,655361.0,1.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT081,test_pit,5.923984,-0.581845,30N,767731.0,655385.0,0.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT082,test_pit,5.924127,-0.579452,30N,767996.0,655402.0,0.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT083,test_pit,5.921343,-0.581468,30N,767774.0,655093.0,0.78,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT084,test_pit,5.921221,-0.582435,30N,767667.0,655079.0,0.11,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT085,test_pit,5.921819,-0.582685,30N,767639.0,655145.0,0.82,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT086,test_pit,5.922696,-0.582753,30N,767631.0,655242.0,0.07,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT087,test_pit,5.923472,-0.582443,30N,767665.0,655328.0,0.93,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT088,test_pit,5.923591,-0.582777,30N,767628.0,655341.0,0.95,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT089,test_pit,5.922841,-0.582996,30N,767604.0,655258.0,1.15,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT090,test_pit,5.920969,-0.582779,30N,767629.0,655051.0,1.05,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT091,test_pit,5.921064,-0.581722,30N,767746.0,655062.0,0.64,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT092,test_pit,5.921583,-0.582478,30N,767662.0,655119.0,0.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT093,test_pit,5.92174,-0.583236,30N,767578.0,655136.0,0.82,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
oworam,OWPT094,test_pit,5.922146,-0.58318,30N,767584.0,655181.0,0.0,104-107,FEASIBILITY STUDY REPORT_ OWORAM GOLD PROJECT _IGNITE MACHINERY_080126.pdf
pemeso_aspire,PE-001,soil_sample,5.626241,-1.916469,30N,620000,622000,1.2,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-002,soil_sample,5.627149,-1.918273,30N,619800,622100,0.78,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-003,soil_sample,5.625334,-1.914665,30N,620200,621900,0.65,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-004,soil_sample,5.628057,-1.920077,30N,619600,622200,0.54,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-005,soil_sample,5.624426,-1.912861,30N,620400,621800,0.43,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-006,soil_sample,5.62353,-1.917377,30N,619900,621700,0.38,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-007,soil_sample,5.628953,-1.915561,30N,620100,622300,0.32,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-008,soil_sample,5.624437,-1.91918,30N,619700,621800,0.29,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-009,soil_sample,5.626236,-1.91376,30N,620300,622000,0.25,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-010,soil_sample,5.622615,-1.911961,30N,620500,621600,0.21,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-011,soil_sample,5.627154,-1.920981,30N,619500,622100,0.19,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-012,soil_sample,5.621709,-1.91106,30N,620600,621500,0.17,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-013,soil_sample,5.626251,-1.921886,30N,619400,622000,0.16,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-014,soil_sample,5.621719,-1.916477,30N,620000,621500,0.14,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
pemeso_aspire,PE-015,soil_sample,5.620803,-1.910159,30N,620700,621400,0.13,17-20,pemeso_grey_dew_summary.md (extracted from grey_dew_pemeso_merged.pdf)
